ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _brand,Meta: _eur_price_piece,Meta: _eur_price_box,Meta: _lei_price_piece,Meta: _lei_price_box,Meta: _pieces_per_box,Meta: _vat_rate,Meta: _margin_percent,Meta: _mix_order,Meta: _min_order_qty,Meta: _zentrada_url,Meta: _country_of_origin,Meta: _ean
,simple,6966314,"Șervețele „Ja!”, roșii, 30 bucăți, 33cm",1,0,visible,"Culoare roșie vibrantă
Pachet cu 30 de șervețele
Dimensiune 33x33 cm
Ideal pentru mese festive","**Eleganță la Masă**
Setul de șervețele roșii „Ja!” adaugă o pată de culoare și stil oricărei mese. Perfecte pentru ocazii speciale sau pentru utilizarea zilnică, aceste șervețele sunt practice și decorative.

**Pachet Economic**
Fiecare pachet conține 30 de șervețele cu dimensiunea de 33x33 cm, asigurând o rezervă suficientă pentru evenimente sau pentru uzul casnic. Calitatea materialului este concepută pentru a oferi rezistență și absorbție.",,,taxable,,1,,,0,0,,,,,1,,,4.89,Casă & Grădină,"Ja!, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Logo-Ja.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/6966314.png?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/logo_Supermarket_fr.png, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Logo-Ja.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/7227868.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,Ja!,0.63,3.78,3.16,18.98,6,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/178530FAF5DE514A7B16583DA21EA9FA/Yes!-napkins-red,-30er33cm",,4388840029778
,simple,8130620,"Șervețele „Ja!”, albe, 30 bucăți, 33cm",1,0,visible,"Culoare albă clasică
Pachet cu 30 de șervețele
Dimensiune 33x33 cm
Potrivite pentru orice ocazie","**Versatilitate și Eleganță**
Aceste șervețele albe „Ja!” sunt o alegere clasică și versatilă pentru orice masă. Se potrivesc perfect în diverse aranjamente, de la cele formale la cele casual, adăugând o notă de rafinament.

**Pachet Practic**
Fiecare pachet include 30 de șervețele de 33x33 cm, oferind o soluție convenabilă pentru nevoile zilnice sau pentru evenimente speciale. Materialul este conceput pentru a fi absorbant și durabil.",,,taxable,,1,,,0,0,,,,,1,,,4.89,Casă & Grădină,"Ja!, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Logo-Ja.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/8130620.png?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/logo_Supermarket_fr.png, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Logo-Ja.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/8322056.png?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,Ja!,0.63,3.78,3.16,18.98,6,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/C5E646E8D4E746157F89AF7F9A6EB8FD/Yes!-napkins-white,-30er33cm",,4388840024308
,simple,BQ01017967352,"Curățător rotativ din inox Quttin, argintiu",1,0,visible,"Curățător rotativ din inox
Design ergonomic pentru utilizare ușoară
Ideal pentru legume și fructe
Durabil și rezistent la coroziune","**Eficiență în Bucătărie**
Acest curățător rotativ Quttin, fabricat din oțel inoxidabil, este un instrument esențial pentru orice bucătărie. Designul său ergonomic permite curățarea rapidă și eficientă a legumelor și fructelor, reducând timpul de pregătire.

**Material Durabil**
Cu dimensiuni de 17x7 cm și o greutate de doar 65g, este ușor de manevrat și depozitat. Oțelul inoxidabil asigură o durată lungă de viață și o curățare facilă, fiind rezistent la coroziune și uzură.",,,taxable,,1,,,0,0,,,,,1,,,8.0,Casă & Grădină,"QUTTIN, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Quttin Logo frgst_1pjywbdvslsfa.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/http://globetrading.es/inde/images/BQ01017967352.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://globetrading.es/inde/images/BQ01017967352.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://globetrading.es/inde/images/BQ01017967352_1.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://globetrading.es/inde/images/BQ01017967352.jpg?w=600&h=600&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (12 buc)",1,0,QUTTIN,1.03,12.36,5.17,62.05,12,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/F443F684E142739851B811DB128DBA39/rotating-peeler-ss-silver-quttin,CHINA,8433774673521
,simple,44751,"Sac menajer Quickpack, 20L, 45x50cm, cu parfum și mâner, 30 buc.",1,0,visible,"Capacitate de 20 litri
Prevăzuți cu parfum variat
Mânere pentru transport ușor
Pachet economic de 30 de saci","**Igienă și Practicitate**
Sacii menajeri Quickpack de 20L sunt soluția ideală pentru gestionarea eficientă a deșeurilor. Fiecare sac este prevăzut cu un parfum discret (briza mării, vanilie, lavandă, trandafir) pentru a neutraliza mirosurile neplăcute.

**Design Funcțional**
Dimensiunile de 45x50 cm și prezența mânerelor facilitează utilizarea și transportul. Pachetul conține 30 de saci, asigurând o rezervă practică pentru nevoile gospodăriei.",,,taxable,,1,,,0,0,,,,,1,,,5.2,Casă & Grădină,"Quickpack, B2B",,"https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/f7/f1/fd/1707921448/44751.jpg?ts=1753971195&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/f7/f1/fd/1707921448/44751.jpg?ts=1753971195&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/51/5a/32/1753971259/44751-99.jpg?ts=1753971259&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/b5/6e/19/1760012156/45051.jpg?ts=1760084118&w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (24 buc)",1,0,Quickpack,0.67,16.08,3.36,80.72,24,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/C98AD89A10D8A5CA4163B0CF7335BF31/Garbage-bag-20L-45x50cm-with-scent-and-handle-30s,DE,
,simple,7656985,"Soluție Dr. Beckmann pentru eliminarea mirosurilor, 500ml",1,0,visible,"Elimină eficient mirosurile
Flacon de 500 ml
Potrivit pentru diverse suprafețe
Lasă o senzație de prospețime","**Soluție Eficientă Anti-Miros**
Eliminatorul de mirosuri Dr. Beckmann este special conceput pentru a neutraliza și a îndepărta eficient mirosurile neplăcute din țesături și diverse suprafețe. Formula sa avansată acționează rapid, lăsând un aer proaspăt.

**Utilizare Versatilă**
Flaconul de 500 ml asigură o utilizare îndelungată. Ideal pentru haine, covoare, tapițerii sau alte zone afectate de mirosuri persistente, produsul contribuie la menținerea unei atmosfere curate și igienice în locuință.",,,taxable,,1,,,0,0,,,,,1,,,14.91,Casă & Grădină,"Dr.Beckmann, B2B",,"https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/4008455096216.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/logo_Supermarket_fr.png, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Dr_Beckmann_Logo.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/7662545.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/4015533053948.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,Dr.Beckmann,1.92,11.52,9.64,57.83,6,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/E814650E7157CD8C1B16096EC00D2FB7/DrBeckmann-odor-remover,-500ml-bottle",,4008455096216
,simple,63461,"Tijă de curățare țevi Elina Clean, 57cm",1,0,visible,"Lungime de 57 cm
Îndepărtează murdăria și părul
Fabricată din plastic rezistent
Potrivită pentru țevi de diverse dimensiuni","**Soluție Practică pentru Desfundare**
Tija de curățare țevi Elina Clean este un instrument simplu și eficient pentru a îndepărta blocajele cauzate de murdărie și păr din scurgeri. Cu o lungime de 57 cm, ajunge cu ușurință în zonele greu accesibile.

**Ușor de Utilizat**
Fabricată din plastic rezistent, această tijă este concepută pentru o utilizare facilă, fără a necesita substanțe chimice agresive. Este potrivită atât pentru țevi mari, cât și pentru cele de dimensiuni mai mici, contribuind la menținerea unui sistem de scurgere curat.",,,taxable,,1,,,0,0,,,,,1,,,3.81,Casă & Grădină,"Elina Clean, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Elina-med_2020_Logo_1taokfu1lnpw5.jpg?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/5b/c5/2a/1707921400/63461.jpg?ts=1726586887&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/5b/c5/2a/1707921400/63461.jpg?ts=1726586887&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/52/c8/e5/1707921352/63461-1.jpg?ts=1726586844&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/e5/eb/d1/1738001523/63461-2.jpg?ts=1738239145&w=600&h=600&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (24 buc)",1,0,Elina Clean,0.49,11.76,2.46,59.04,24,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/8858629351E8814D5A9F90E5458561D8/Tube-cleaning-rod-on-card-CLEAN-57cm-long,CN,4326470634610
,simple,00024496,Sticlă de apă Trizand 2L,1,0,visible,"Capacitate mare de 2 litri
Ideală pentru sport și uz zilnic
Material rezistent și durabil
Promovează hidratarea constantă","**Hidratare Esențială**
Această sticlă de apă Trizand de 2 litri este ideală pentru a te menține hidratat pe tot parcursul zilei. Cu o capacitate generoasă, este perfectă pentru utilizarea zilnică acasă, la birou sau în timpul activităților sportive. Designul său practic asigură o manevrare ușoară și o portabilitate sporită.

**Durabilitate și Funcționalitate**
Fabricată din materiale rezistente, sticla este concepută pentru a face față utilizării frecvente. Este o soluție excelentă pentru a reduce consumul de sticle de plastic de unică folosință, contribuind la un stil de viață mai ecologic.",,,taxable,,1,,,0,0,,,,,1,,,23.76,Casă & Grădină,"Trizand, B2B",,"https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/445d4ba109b5e4e624f15d87f597a351/pol_pl_Butelka-bidon-na-wode-2L-Trizand-24496-17905_11.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/445d4ba109b5e4e624f15d87f597a351/pol_pl_Butelka-bidon-na-wode-2L-Trizand-24496-17905_11.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/c352de37690f2732ab54c8f18f3796dc/pol_pl_Butelka-bidon-na-wode-2L-Trizand-24496-17905_1.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/445d4ba109b5e4e624f15d87f597a351/pol_pl_Butelka-bidon-na-wode-2L-Trizand-24496-17905_11.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/c352de37690f2732ab54c8f18f3796dc/pol_pl_Butelka-bidon-na-wode-2L-Trizand-24496-17905_1.jpg?w=600&h=600&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (1 buc)",1,0,Trizand,3.06,3.06,15.36,15.36,1,19,30,yes,1,https://www.zentrada.com/eu/shop/isotrade/article/E513B8050689875B4EF8D28B39BC6C84/Bottle-_--water-bottle-2L-Trizand-24496,,5900779952805
,simple,2209953-2,Gel de curățare Clearasil 200ml,1,0,visible,"Gel de curățare facială 200ml
Curăță în profunzime porii
Lasă pielea proaspătă și revitalizată
Potrivit pentru îngrijirea zilnică","**Piele Curată și Împrospătată**
Gelul de curățare Clearasil de 200ml este special formulat pentru îngrijirea zilnică a pielii. Conceput pentru a curăța în profunzime, acest gel ajută la eliminarea impurităților și a excesului de sebum, lăsând pielea să se simtă proaspătă și revitalizată. Este un produs esențial în rutina de îngrijire a tenului.

**Formula Eficientă**
Cu o compoziție atent selecționată, gelul Clearasil contribuie la menținerea unui aspect sănătos al pielii. Este potrivit pentru diverse tipuri de ten și vine într-un ambalaj practic, ușor de utilizat. Un produs nou, cu termen de valabilitate standard, gata să fie integrat în ritualul tău de înfrumusețare.",,,taxable,,1,,,0,0,,,,,1,,,25.55,Casă & Grădină,"clearasil, B2B",,"https://evdo8pe.cloudimg.io/v7/http://foto.medien-host3.de/GFB/4002448044116.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/78/87/89/images/logo_GFB_fr.png, https://evdo8pe.cloudimg.io/v7/http://foto.medien-host3.de/GFB/4000521023881.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://foto.medien-host3.de/GFB/4005800486005.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://foto.medien-host3.de/GFB/9001398012294.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,clearasil,3.29,19.74,16.52,99.09,6,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/8FACD4C71509EAD0491A98E22E76B640/clearasil-wash-gel-200ml-bottle,,4002448044116
,simple,PJM44M,Cutie de prânz cu tacâmuri 1200ml,1,0,visible,"Cutie de prânz dublă cu compartimente
Include tacâmuri din plastic (lingură, furculiță)
Capac etanș, previne scurgerile
Potrivită pentru cuptorul cu microunde
Capacitate totală de 1200ml","**Soluția Ideală pentru Prânz**
Această cutie de prânz dublă, cu tacâmuri incluse, este perfectă pentru a-ți transporta masa în siguranță. Designul cu compartimente multiple permite separarea alimentelor, iar capacul etanș previne scurgerile și menține prospețimea. Este o alegere excelentă pentru birou, școală sau excursii.

**Practică și Durabilă**
Fabricată din plastic rezistent, cutia poate fi utilizată în cuptorul cu microunde, oferind flexibilitate maximă. Setul include o lingură și o furculiță din plastic, iar mânerul confortabil facilitează transportul. Cu o capacitate de 1200ml, vei avea suficient spațiu pentru o masă completă și echilibrată.",,,taxable,,1,,,0,0,,,,,1,,,26.64,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/9/3/0/8/6/193086.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/9/3/0/8/6/193086.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/9/3/0/8/9/193089.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/9/3/0/8/7/193087.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/6/8/0/2/8/168028.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (1 buc)",1,0,,3.43,3.43,17.22,17.22,1,19,30,yes,1,https://www.zentrada.com/eu/shop/eCarla/article/58CB90BCC9B24453590542C4405366F6/LUNCH-BOX-with-cutlery-21-x-145-x-8c,,
,simple,PNN96480,Șervețele de Crăciun cu Clopoței și Flori 20 buc,1,0,visible,"Șervețele decorative pentru Crăciun
Design cu clopoței și flori
Set de 20 de bucăți
3 straturi, dimensiune 33x33 cm
Ideale pentru mese festive","**Atmosferă Festivă la Masă**
Aceste șervețele de Crăciun aduc un plus de farmec oricărei mese festive. Cu un design elegant, ce include clopoței și flori, ele sunt perfecte pentru a completa decorul de sărbători. Setul conține 20 de șervețele, ideale pentru petreceri de Crăciun sau cine în familie.

**Calitate și Dimensiuni Optime**
Fiecare șervețel este fabricat din 3 straturi, asigurând o rezistență sporită și o absorbție eficientă. Cu dimensiuni de 33x33 cm, acestea sunt practice și ușor de utilizat. Adaugă o notă de eleganță și bucurie meselor tale din perioada sărbătorilor de iarnă.",,,taxable,,1,,,0,0,,,,,1,,,9.01,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://javoli.hu/shop_ordered/5089/shop_pic/PNN96480.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/38/24/46/images/logo_max_fashion_de.png, https://evdo8pe.cloudimg.io/v7/https://javoli.hu/shop_ordered/5089/shop_pic/PNN96680.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://javoli.hu/shop_ordered/5089/shop_pic/PNN96691.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://javoli.hu/shop_ordered/5089/shop_pic/PNN96692.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (1 buc)",1,0,,1.16,1.16,5.82,5.82,1,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/11020F99C502B6C8367D7887B80F7050/Christmas-Bells-with-Flowers-napkins-20-pcs-33x,,5201184964804
,simple,8745087,"Perie Dr.Beckmann pentru pete tapițerie, set 25 buc",1,0,visible,"Perie specială pentru pete de tapițerie
Eficientă pe covoare și mobilier
Pachet economic de 25 bucăți
Nu deteriorează țesăturile
Produs Dr.Beckmann de încredere","**Soluție Eficientă pentru Pete**
Peria Dr.Beckmann pentru pete de tapițerie este un instrument indispensabil pentru curățarea profundă a mobilierului și a covoarelor. Concepută pentru a acționa eficient asupra petelor, această perie ajută la îndepărtarea murdăriei persistente fără a deteriora țesăturile. Este ideală pentru întreținerea canapelelor, fotoliilor și a altor suprafețe textile.

**Pachet Economic și Practic**
Acest pachet conține 25 de perii, asigurând o rezervă generoasă pentru nevoile de curățare pe termen lung. Produsul este nou, cu o durată de valabilitate normală, și face parte din categoria produselor de curățare pentru covoare și tapițerii. Asigură o curățenie impecabilă și o prospețime de durată în locuința ta.",,,taxable,,1,,,0,0,,,,,1,,,20.89,Casă & Grădină,"Dr.Beckmann, B2B",,"https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/8745087.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/logo_Supermarket_fr.png, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Dr_Beckmann_Logo.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/8748736.png?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/8748825.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,Dr.Beckmann,2.69,16.14,13.5,81.02,6,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/EDC53049B71D5595A289ABCB385C5024/DrBeckmann-upholstery-stain-brush,-pack-of-25",,4008455085111
,simple,SZK187,Pahar termic cu flori 300ml,1,0,visible,"Pahar termic din sticlă borosilicată
Design interior cu flori
Capacitate de 300ml
Rezistent la deteriorări și zgârieturi
Menține temperatura băuturilor","**Eleganță și Funcționalitate**
Acest pahar termic de 300ml, cu un design interior cu flori, combină estetica plăcută cu funcționalitatea. Fabricat din sticlă borosilicată de înaltă calitate, este rezistent la deteriorări și zgârieturi, asigurând o durată lungă de viață. Este perfect pentru a savura băuturile preferate, menținându-le temperatura optimă.

**Design Ergonomic și Versatil**
Dimensiunile sale optime îl fac confortabil de ținut în mână, iar aspectul său deosebit îl transformă într-un element decorativ, fie că este folosit sau expus. Ideal pentru ceai, cafea sau alte băuturi, adaugă o notă de rafinament oricărui moment de relaxare.",,,taxable,,1,,,0,0,,,,,1,,,25.39,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/9/2/4/0/7/192407.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/9/2/4/0/7/192407.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/9/2/4/0/6/192406.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/7/8/8/0/5/178805.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/8/0/6/4/1/180641.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (1 buc)",1,0,,3.27,3.27,16.42,16.42,1,19,30,yes,1,https://www.zentrada.com/eu/shop/eCarla/article/BA7BB228004748482F2F436054DBF65D/Thermal-glass-with-flowers-inside-300ml-1-pc,,
,simple,LYZ6,"Set lingurițe cu figurine de Crăciun, 6 bucăți",1,0,visible,"Set de 6 lingurițe festive
Figurine tematice de Crăciun
Fabricate din oțel inoxidabil și plastic
Ambalate în cutie decorativă
Ideale pentru cadouri de sărbători","**Cadoul Perfect de Sărbători**
Acest set de șase lingurițe cu figurine de Crăciun este o idee minunată de cadou pentru cei dragi sau pentru a-ți îmbogăți propria colecție de ustensile festive. Ambalat într-o cutie decorativă cu capac, setul emană o atmosferă caldă și primitoare, ideală pentru spiritul sărbătorilor de iarnă.

**Design Elegant și Materiale Durabile**
Fabricate din oțel inoxidabil și plastic, lingurițele au o culoare aurie elegantă și sunt decorate cu detalii festive. Fiecare linguriță măsoară 16.8 cm, fiind perfectă pentru deserturi sau cafea. Recomandăm spălarea manuală pentru a le menține aspectul impecabil. Adaugă o notă de magie meselor tale de Crăciun.",,,taxable,,1,,,0,0,,,,,1,,,32.54,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/7/5/2/8/2/175282.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/7/5/2/8/2/175282.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/7/5/2/7/9/175279.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/7/5/2/8/0/175280.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://hurt.ecarla.pl/img/p/1/8/1/7/1/5/181715.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (1 buc)",1,0,,4.19,4.19,21.03,21.03,1,19,30,yes,1,"https://www.zentrada.com/eu/shop/eCarla/article/230AE7FA931B05FECA77CF7044188AEA/Set-of-spoons-with-Christmas-figurines,-6-pieces-i",,
,simple,3878554,"Spray pete Dr. Beckmann cu săpun de fiere, 250ml",1,0,visible,"Îndepărtează eficient petele.
Formula cu săpun de fiere.
Sticlă practică de 250 ml.
Potrivit pentru diverse țesături.
Acțiune rapidă și puternică.","**Acțiune Eficientă Împotriva Petelor**
Acest spray Dr. Beckmann cu săpun de fiere este soluția ideală pentru îndepărtarea eficientă a petelor de pe diverse țesături. Formula sa puternică acționează rapid, penetrând fibrele materialului și dizolvând murdăria, lăsând hainele curate și proaspete. Este perfect pentru petele persistente, oferind rezultate vizibile chiar și la prima utilizare.

**Ușor de Utilizat și Versatil**
Ambalat într-o sticlă practică de 250 ml, acest produs este ușor de aplicat direct pe pată. Este un detergent și agent de curățare versatil, potrivit pentru o gamă largă de țesături și tipuri de pete, de la cele alimentare la cele de grăsime. Asigură o curățare profundă, fără a deteriora materialele.",,,taxable,,1,,,0,0,,,,,1,,,15.07,Casă & Grădină,"Dr.Beckmann, B2B",,"https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/3878554.png?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/logo_Supermarket_fr.png, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Dr_Beckmann_Logo.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/4009240.png?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://images.zentrada-network.eu/kundendaten/00/95/06/46/images/artikel/detail/4012186.png?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,Dr.Beckmann,1.94,11.64,9.74,58.43,6,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/5A0AD691F3F4F87B94E2A47BE42DFADA/Dr-Beckmann-gall-soap-stain-spray,-250ml-bottle",,4008455021515
