ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _brand,Meta: _eur_price_piece,Meta: _eur_price_box,Meta: _lei_price_piece,Meta: _lei_price_box,Meta: _pieces_per_box,Meta: _vat_rate,Meta: _margin_percent,Meta: _mix_order,Meta: _min_order_qty,Meta: _zentrada_url,Meta: _country_of_origin,Meta: _ean
,simple,EE-CG-100135,"Lumânare parfumată cu nucă de cocos în pahar 510g, albastru",1,0,visible,"Lumânare parfumată cu aromă de cocos.
Prezentată într-un pahar elegant, albastru.
Greutate 510g.
Materiale: sticlă și ceară.
Creează o atmosferă relaxantă.","**Aromă Exotice și Design Elegant**
Această lumânare parfumată cu nucă de cocos, prezentată într-un pahar albastru, aduce o notă exotică și relaxantă în orice încăpere. Cu o greutate de 510g, oferă ore întregi de ardere, eliberând un parfum plăcut de cocos. Designul său simplu, dar elegant, se integrează armonios în diverse stiluri de decor.

**Calitate și Atmosferă**
Fabricată din sticlă și ceară de calitate, lumânarea are dimensiuni compacte (diametru 10 x înălțime 14,5 cm), fiind ideală pentru a crea o atmosferă caldă și primitoare. Este ambalată individual, asigurând integritatea produsului până la utilizare. Perfectă pentru serile relaxante sau pentru a completa ambientul casei.",,,taxable,,1,,,0,0,,,,,1,,,33.86,Casă & Grădină,"Atmosphera Créateur d'intérieur®, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Atmosphera_Logo_frg.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/157747L/2ed28e3d-ff8e-4491-be87-5090ff5dfc04.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/157747L/2ed28e3d-ff8e-4491-be87-5090ff5dfc04.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/157747L/d8f2028a-114c-4bb7-ab70-33919a41d4d4.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/75/06/27/images/salesroom.jpg",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,Atmosphera Créateur d'intérieur®,4.36,26.16,31.25892,187.52496,6,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/27491E174322D83D07D3EB063F166118/coconut-glass-scented-candle-510g,-blue",VIET NAM,3.56E+12
,simple,EE-CG-100136,"Lumânare funerară Nr.3 albă cu capac auriu 11x5,5",1,0,visible,"Lumânare funerară albă cu capac auriu.
Dimensiuni: 11x5,5 cm.
Ideală pentru comemorări.
Ardere de lungă durată.
Fabricată în Germania.","**Omagiu Respectuos și Durabil**
Această lumânare funerară Nr.3, de culoare albă, cu un capac auriu elegant, este concepută pentru a oferi un omagiu discret și respectuos. Cu dimensiunile de 11x5,5 cm, este potrivită pentru a fi așezată la mormânt sau în locuri de reculegere, asigurând o ardere constantă și de lungă durată.

**Design Simplu și Funcțional**
Designul său clasic, cu accente aurii, se integrează armonios în orice spațiu de comemorare. Este un produs practic, fabricat în Germania, care susține o tradiție de respect și amintire, oferind o lumină blândă și continuă.",,,taxable,,1,,,0,0,,,,,1,,,3.42,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/ff/bd/a8/1707922119/61590.jpg?ts=1748873537&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/ff/bd/a8/1707922119/61590.jpg?ts=1748873537&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/c3/e4/1b/1743506072/61590-99.jpg?ts=1748873542&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/44/82/b5/1707921466/61945.jpg?ts=1726586952&w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (20 buc)",1,0,,0.44,8.8,3.15588,63.08904,20,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/599ED4C5F038ED98BE4F0E4EF7F9D024/Grablicht-burner-Nr3-white-with-gold-cover-11x5,5",DE,8.72E+12
,simple,EE-CG-100137,"Lumânare parfumată cu vanilie în pahar 65g, albastru închis",1,0,visible,"Lumânare parfumată cu aromă de vanilie.
Pahar din sticlă, culoare albastru închis.
Greutate 65g, dimensiuni compacte.
Materiale: sticlă, ceară, zinc.
Ideală pentru a crea ambient.","**Aromă Caldă de Vanilie**
Această lumânare parfumată cu vanilie, într-un pahar elegant de culoare albastru închis, este perfectă pentru a crea o atmosferă caldă și primitoare. Cu o greutate de 65g, este ideală pentru a adăuga un accent olfactiv subtil în orice încăpere, de la living la dormitor.

**Design Compact și Versatil**
Fabricată din sticlă, ceară și zinc, lumânarea are dimensiuni reduse (diametru 6.3 x înălțime 6.5 cm), ceea ce o face ușor de plasat pe orice suprafață. Parfumul său dulce de vanilie contribuie la crearea unei ambianțe relaxante și reconfortante, fiind ambalată individual pentru o prospețime garantată.",,,taxable,,1,,,0,0,,,,,1,,,7.46,Casă & Grădină,"Atmosphera Créateur d'intérieur®, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Atmosphera_Logo_frg.png?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/157858/46227bc4-0959-4a5a-9a27-46e9166f7d61.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/157858/46227bc4-0959-4a5a-9a27-46e9166f7d61.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/157858/0d568a16-6e2e-406a-b250-45f1db30c4ff.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/157858/8ce2ced0-a918-468d-9836-5f83bbce109b.jpg?w=600&h=600&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (24 buc)",1,0,Atmosphera Créateur d'intérieur®,0.96,23.04,6.88296,165.16248,24,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/203A95DBB2A2EA60BFA9DDB6D27D90B3/vanilla-glass-scented-candle-65g,-dark-blue",VIET NAM,3.56E+12
,simple,EE-CG-100138,"Buchet decorativ 20x14cm, asortat cu sclipici",1,0,visible,"Buchet decorativ cu sclipici.
Dimensiuni: 20x14cm.
Patru variante asortate.
Ideal pentru decorațiuni de Crăciun și Advent.
Floarea artificială adaugă un accent festiv.","**Decor Festiv și Strălucitor**
Acest buchet decorativ, cu dimensiunile de 20x14cm, este perfect pentru a adăuga o notă festivă oricărui spațiu. Disponibil în patru variante asortate, fiecare buchet este îmbogățit cu sclipici, oferind un efect vizual atrăgător și plin de farmec. Este ideal pentru a completa aranjamentele de sezon.

**Versatilitate în Decor**
Face parte din grupul de produse pentru Crăciun și Advent, incluzând flori artificiale, crenguțe și coronițe. Poate fi folosit pentru a decora masa, șemineul sau pentru a crea compoziții florale artificiale. Ambalat individual într-o pungă de polietilenă, este gata de utilizare imediată.",,,taxable,,1,,,0,0,,,,,1,,,4.35,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/50/1a/bc/1707921349/48475.jpg?ts=1736810121&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/f1/49/2a/1707921927/48868.jpg?ts=1726587366&w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/65/9d/48/1707921733/48870.jpg?ts=1753971199&w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/3d/99/70/1707922386/48876.jpg?ts=1753971209&w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (48 buc)",1,0,,0.56,26.88,4.01268,192.69432,48,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/FB60A2E20AC417CC93BD1C5B46269D23/Decorative-bouquet-20x14cm,-4_--times-assorted-with",CN,4.33E+12
,simple,EE-CG-100139,Coroniță decorativă de Crăciun înzăpezită Ruhhy,1,0,visible,"Coroniță decorativă de Crăciun.
Design înzăpezit, aspect festiv.
Marca Ruhhy, model 22302.
Ideală pentru uși sau pereți.
Creează o atmosferă de sărbătoare.","**Magia Sărbătorilor de Iarnă**
Această coroniță decorativă de Crăciun, marca Ruhhy, aduce farmecul iernii în casa ta. Cu un aspect înzăpezit, creează instantaneu o atmosferă festivă și caldă, perfectă pentru perioada sărbătorilor. Este o piesă centrală ideală pentru ușa de la intrare sau pentru a decora pereții.

**Design Autentic și Versatil**
Coronița Ruhhy 22302 este concepută pentru a imita frumusețea naturală a iernii, fiind o decorațiune clasică și atemporală. Poate fi folosită atât în interior, cât și în exterior, transformând orice spațiu într-un colț de poveste de Crăciun.",,,taxable,,1,,,0,0,,,,,1,,,44.5,Casă & Grădină,"Ruhhy, B2B",,"https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/278a5f04c9fd6d6dc935ebfab7361555/pol_pl_Wianek-stroik-swiateczny-osniezony-Ruhhy-22302-17243_1.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/278a5f04c9fd6d6dc935ebfab7361555/pol_pl_Wianek-stroik-swiateczny-osniezony-Ruhhy-22302-17243_1.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/92141ecbf08c09a9f89bcb875624cd6b/pol_pl_Wianek-stroik-swiateczny-osniezony-Ruhhy-22302-17243_2.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/eae8176844c0f2536c8d8412749f3805/pol_pl_Wianek-stroik-swiateczny-osniezony-Ruhhy-22302-17243_3.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://maxy.eu/hpeciai/278a5f04c9fd6d6dc935ebfab7361555/pol_pl_Wianek-stroik-swiateczny-osniezony-Ruhhy-22302-17243_1.jpg?w=600&h=600&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (1 buc)",1,0,Ruhhy,5.73,5.73,41.06928,41.06928,1,19,30,yes,1,https://www.zentrada.com/eu/shop/isotrade/article/8676A51E9B42B91B8E07C4D37FE75F54/Wreath-_--snow_-covered-Christmas-decoration-Ruhhy-2,,5.90E+12
,simple,EE-CG-100140,"Decorațiune de Crăciun poinsettia roșie 24cm, bordo",1,0,visible,"Decorațiune de Crăciun tip poinsettia.
Culoare roșie bordo, dimensiune 24cm.
Materiale: catifea și fier.
Ideală pentru bradul de Crăciun.
Adaugă o notă elegantă și festivă.","**Eleganță Festivă cu Poinsettia**
Această decorațiune de Crăciun tip poinsettia, de culoare roșie bordo, aduce o notă de eleganță și rafinament bradului tău. Cu dimensiuni de 24x24x24cm, este o piesă decorativă impunătoare, perfectă pentru a completa aranjamentele festive. Materialele din catifea și fier îi conferă un aspect luxos și o durabilitate sporită.

**Detalii Rafinate pentru Brad**
Face parte din grupul de decorațiuni pentru brad, fiind ideală pentru a adăuga un accent vizual puternic. Este ambalată individual și vine cu un ambalaj de tip hangtag, gata pentru a fi expusă. Designul său sofisticat transformă orice brad într-un punct de atracție al sărbătorilor.",,,taxable,,1,,,0,0,,,,,1,,,10.17,Casă & Grădină,"Fééric Lights and Christmas®, B2B",,"https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/207967/b1263297-6182-4ae1-a897-2e81d1f595d5.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/207967/b1263297-6182-4ae1-a897-2e81d1f595d5.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://media.jja-sa.com/207967/1ec86fca-3f63-4fbd-84e3-e3cedcf31d3f.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/76/75/95/images/logo_JJA-XMAS_fr.png, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Fééric Lights and Christmas.png?force_format=webp&q=90",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (24 buc)",1,0,Fééric Lights and Christmas®,1.31,31.44,9.39624,225.38124,24,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/B20CCB9D053B7588C92BBD9515B086C0/Christmas-decoration-poinsettia-red-oven-24cm,-bor",CHINE,3.56E+12
,simple,EE-CG-100141,Elan decorativ cu fular și căciulă de Moș Crăciun,1,0,visible,"Figurină decorativă elan cu tematică de Crăciun.
Fabricată din magnezie (MGO) de înaltă calitate.
Dimensiuni: înălțime 42 cm, lățime 19 cm.
Ideal pentru decorul de sărbători și cadouri.","**Decor Festiv Unic**
Acest elan decorativ aduce o notă de magie sărbătorilor de iarnă. Îmbrăcat cu un fular și o căciulă de Moș Crăciun, și ținând un cadou în mână, este o piesă centrală adorabilă pentru orice decor. Perfect pentru a crea o atmosferă caldă și primitoare în locuința dumneavoastră.

**Design și Materiale**
Fabricat din magnezie (MGO), un material rezistent și durabil, elanul are o înălțime de 42 cm și o lățime de 19 cm. Disponibil în mai multe culori, se integrează ușor în diverse stiluri de amenajare, fiind un element distinctiv al colecției de decoruri de iarnă.",,,taxable,,1,,,0,0,,,,,1,,,80.84,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/https://shop-static.iko-import.de/data/5990_s.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/76/51/15/images/salesroom.jpg, https://evdo8pe.cloudimg.io/v7/https://shop-static.iko-import.de/data/6022_0_s.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://shop-static.iko-import.de/data/6023_1_s.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://shop-static.iko-import.de/data/6024_s.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (2 buc)",1,0,,10.41,20.82,74.62728,149.25456,2,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/BB8534AFC893A14793270A812390214B/Moose-with-scarf-and-Santa-hat-with-gift-in-the,China,4.06E+12
,simple,EE-CG-100142,"Calendar de Advent cu pietre semiprețioase, 18x26 cm",1,0,visible,"Calendar de Advent cu tematică de pietre semiprețioase.
Include 22 de pietre, 1 breloc și 1 brățară.
Materiale: hârtie, minerale, poliester.
Dimensiuni aproximative: 18x26 cm.
Ideal pentru numărătoarea inversă până la Crăciun.","**Descoperă Magia Adventului**
Transformă așteptarea Crăciunului într-o experiență strălucitoare cu acest calendar de Advent special. Fiecare zi dezvăluie o surpriză, perfectă pentru a aduce bucurie și anticipare în perioada sărbătorilor. Este o modalitate interactivă și educativă de a număra zilele până la Crăciun.

**Conținut și Materiale**
Calendarul include 22 de pietre semiprețioase, un breloc și o brățară, toate ambalate individual. Fabricat din hârtie, minerale și poliester, are dimensiunile aproximative de 18x26 cm (produs) și 13x26x3 cm (ambalat), fiind gata de a fi oferit sau expus.",,,taxable,,1,,,0,0,,,,,1,,,69.51,Casă & Grădină,", B2B",,"https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/82664.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/12/35/46/images/logo_CEPEWA_fr.png, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/82706.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/82707.jpg?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/http://download.cepewa.de/CPWOrder30/Prodpic/82709.jpg?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (12 buc)",1,0,,8.95,107.4,64.16004,769.9062,12,19,30,yes,1,"https://www.zentrada.com/eu/shop/wholesale/article/A91235B107BCFB6BE2A0AC54E2DB1EF7/Advent-calendar-gemstone,-approx-18x26cm",CHINA,4.03E+12
,simple,EE-CG-100143,Husă de pilotă Sleeptime Gia Blue 200 x 220 cm,1,0,visible,"Husă de pilotă dublă, dimensiune 200x220 cm.
Material 100% microfibră, moale și antialergică.
Include două fețe de pernă 60x70 cm.
Închidere cu capse și bandă de introducere.
Imprimeuri clare, culori rezistente la spălare.","**Confort și Calitate Superioară**
Experimentează un somn odihnitor cu husa de pilotă Sleeptime Gia Blue, concepută pentru a aduce un plus de stil și confort dormitorului tău. Dimensiunea de 200 x 220 cm este ideală pentru paturile duble, oferind o acoperire generoasă și o senzație plăcută la atingere.

**Materiale și Caracteristici Practice**
Fabricată din microfibră 100% atât pe partea superioară, cât și pe cea inferioară, această husă este minunat de moale și antialergică. Se închide cu capse și include două fețe de pernă de 60 x 70 cm cu închidere tip hotel. Se poate spăla la 40 de grade, menținându-și culorile vibrante și imprimeurile clare, asigurând o durată lungă de viață.",,,taxable,,1,,,0,0,,,,,1,,,84.49,Casă & Grădină,"Sleeptime, B2B",,"https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39837/3750x/resize:normal/8720578123728.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39837/3750x/resize:normal/8720578123728.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39838/2560x/resize:normal/8720578123728_2.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39839/2560x/resize:normal/8720578123728_3.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39837/3750x/resize:normal/8720578123728.jpg?w=600&h=600&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (1 buc)",1,0,Sleeptime,10.88,10.88,77.99736,77.99736,1,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/A1AD8F743826F2412F1FD6F3C38CA332/duvet-cover-Gia-Blue-200-x-220,,8.72E+12
,simple,EE-CG-100144,"Oglindă de masă Elina cu două fețe, metal, 9,5 cm",1,0,visible,"Oglindă de masă cu două fețe.
O față cu mărire dublă pentru precizie.
Fabricată din metal rezistent și durabil.
Diametru compact de 9,5 cm.
Ideală pentru machiaj și îngrijire personală.","**Funcționalitate Dublă**
Această oglindă de masă Elina este un accesoriu esențial pentru rutina ta zilnică de înfrumusețare. Cu un design compact și elegant, este perfectă pentru a fi așezată pe orice suprafață plană, de la masa de toaletă la birou. Oferă versatilitate și precizie în îngrijirea personală.

**Detalii și Materiale**
Fabricată din metal rezistent, oglinda are un diametru de 9,5 cm și dispune de două fețe: una normală și una cu dublă mărire, ideală pentru aplicarea machiajului sau pentru detalii precise. Este un produs practic din categoria cosmeticelor, conceput pentru a facilita îngrijirea personală acasă sau în călătorii.",,,taxable,,1,,,0,0,,,,,1,,,5.2,Casă & Grădină,"Elina, B2B",,"https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Elina-med_2020_Logo_1taokfu1lnpw5.jpg?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/4b/05/2a/1707922110/47414.jpg?ts=1726587531&w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/00/34/30/92/images/salesroom.jpg, https://evdo8pe.cloudimg.io/width/200/n/https://images.zentrada-network.eu/images/zentrada/brands/Elina-med_2020_Logo_1taokfu1lnpw5.jpg?force_format=webp&q=90, https://evdo8pe.cloudimg.io/v7/https://osma-werm.com/media/5e/db/43/1707922298/52306.jpg?ts=1726587708&w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (24 buc)",1,0,Elina,0.67,16.08,4.79808,115.26816,24,19,30,yes,2,"https://www.zentrada.com/eu/shop/wholesale/article/098AA23E4AA6B59E32EE877B6965EA3B/Mirror-2_-sided-for-setting-9,5cm-made-of-metal",CN,4.33E+12
,simple,EE-CG-100145,Husă de pilotă Sleeptime Feline Black 240 x 200/220 cm,1,0,visible,"Husă de pilotă matrimonială, dimensiune 240x200/220 cm.
Material 100% microfibră, moale și antialergică.
Include două fețe de pernă 60x70 cm.
Închidere cu capse și bandă de introducere.
Imprimeuri clare, culori rezistente la spălare.","**Eleganță și Confort în Dormitor**
Adaugă o notă de rafinament dormitorului tău cu husa de pilotă Sleeptime Feline Black. Cu dimensiuni generoase de 240 x 200/220 cm, este perfectă pentru paturile matrimoniale, oferind un aspect modern și o senzație plăcută la atingere. Designul negru elegant se integrează armonios în orice decor.

**Materiale de Calitate și Detalii Practice**
Fabricată integral din microfibră 100%, husa este extrem de moale, rezistentă la decolorare și antialergică. Se închide cu capse și include două fețe de pernă de 60 x 70 cm, cu închidere tip hotel. Este ușor de întreținut, putând fi spălată la 40 de grade, menținând imprimeurile clare și calitatea materialului.",,,taxable,,1,,,0,0,,,,,1,,,111.13,Casă & Grădină,"Sleeptime, B2B",,"https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39551/3746x/resize:normal/8720578116935.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39551/3746x/resize:normal/8720578116935.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39552/2560x/resize:normal/8720578116935_1.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39556/3750x/resize:normal/8720578116935_5.jpg?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://d147a5vd7kzml6.cloudfront.net/img/royaltextile_nl/39551/3746x/resize:normal/8720578116935.jpg?w=600&h=600&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (1 buc)",1,0,Sleeptime,14.31,14.31,102.58752,102.58752,1,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/90A1F20674AEF246525C88F9B3F352DC/duvet-cover-Feline-Black-240-x-200220,,8.72E+12
,simple,EE-CG-100146,"Suport lumânare tip felinar din sticlă cu cap de cerb, gri, D8H10cm",1,0,visible,"Suport pentru lumânare tip felinar, design cu cap de cerb.
Fabricat din sticlă colorată, metal și iută.
Dimensiuni: diametru 8 cm, înălțime 10 cm.
Culoare gri, tematică country house/Crăciun.
Ideal pentru decor de masă sau ambiental.","**Atmosferă Rustic-Chic**
Creează o ambianță caldă și primitoare cu acest suport pentru lumânare tip felinar, perfect pentru a decora masa sau orice colț al casei. Designul său cu cap de cerb și mâner adaugă o notă de stil country house, ideal pentru sezonul de iarnă și sărbători. Este un element decorativ versatil, potrivit pentru diverse ocazii.

**Detalii și Materiale**
Fabricat din sticlă colorată, metal și iută, felinarul are un diametru de 8 cm și o înălțime de 10 cm. Culoarea gri versatilă permite integrarea ușoară în diverse decoruri, fiind livrat gata de utilizare. Este un accesoriu decorativ deosebit pentru Crăciun sau pentru a completa un decor cu tematică rustică, aducând un plus de farmec.",,,taxable,,1,,,0,0,,,,,1,,,15.92,Casă & Grădină,"dio Only for You., B2B",,"https://evdo8pe.cloudimg.io/v7/https://www.klocke-online.de/media/ae/a5/5a/1742629838/PMM84282.PNG?w=600&h=600&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/s/resizeinbox/130x130/https://images.zentrada-network.eu/kundendaten/01/00/54/88/images/logo_Klocke_fr.png, https://evdo8pe.cloudimg.io/v7/https://www.klocke-online.de/media/0a/e7/08/1742629841/PMM84399.PNG?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://www.klocke-online.de/media/64/c3/8c/1742629841/PMM84405.PNG?w=130&h=130&func=bound&force_format=webp, https://evdo8pe.cloudimg.io/v7/https://www.klocke-online.de/media/22/51/aa/1742629841/PMM84411.PNG?w=130&h=130&func=bound&force_format=webp",,,,,,,,,0,Cantitate,"1 Bucată, 1 Cutie (6 buc)",1,0,dio Only for You.,2.05,12.3,14.69412,88.179,6,19,30,yes,1,https://www.zentrada.com/eu/shop/wholesale/article/3CE4BA2C995C67748D912B2CA6265DAD/Glass-tealight-D8H10cm-with-deer-head-with-handle,China,4.04E+12
